student_id,age,gender,course,semester,study_hours,sleep_hours,internet_usage_hours,extracurricular_activity,stress_level,physical_activity_hours,attendance_percentage,assignment_score,internal_exam_score,previous_semester_marks,previous_cgpa,final_score,performance_category,pass_fail
STU2165,21.0,Male,Business,7,3.78,5.27,3.12,No,Low,3.26,50.77,73.33,88.66,89.94,6.74,64.23,Average,Pass
STU2166,18.0,Male,Civil,1,6.58,6.57,4.36,No,Medium,1.46,66.28,54.88,47.75,84.52,8.6,51.29,Average,Pass
STU2167,21.0,Female,Civil,3,5.06,6.63,4.88,No,Medium,5.77,75.09,76.3,63.31,49.0,7.85,29.01,Low,Fail
STU2168,22.0,Male,Mechanical,8,1.49,5.21,3.8,No,High,4.49,100.0,46.46,58.25,64.0,6.42,32.79,Low,Fail
STU2169,19.0,Male,Business,2,2.54,6.29,0.39,Yes,High,2.82,84.52,49.78,51.77,69.16,7.24,43.61,Low,Fail
STU2170,19.0,Male,Electronics,8,5.5,6.98,4.66,No,Medium,4.09,56.31,,64.08,61.1,6.22,29.41,Low,Fail
STU2171,24.0,Male,Electronics,7,4.8,6.93,4.73,No,High,,69.72,65.44,55.9,70.82,7.0,37.14,Low,Fail
STU2172,19.0,Female,Computer Science,7,3.55,7.11,2.64,No,High,4.24,77.36,60.15,68.18,77.31,6.59,46.35,Low,Fail
STU2173,19.0,Female,Civil,4,3.8,6.85,1.43,No,Medium,0.0,81.04,87.25,68.38,80.04,8.49,47.94,Low,Fail
STU2174,23.0,Female,Civil,3,6.74,5.89,6.95,No,Low,1.47,62.22,75.93,59.3,90.29,9.53,60.16,Average,Pass
STU2175,17.0,Female,Electronics,1,3.71,5.88,4.98,Yes,Medium,4.47,76.38,82.47,62.81,60.06,5.63,48.22,Low,Fail
STU2176,23.0,Male,Computer Science,8,4.78,5.06,3.54,Yes,Medium,2.63,69.39,70.01,64.77,44.54,5.08,25.12,Low,Fail
STU2177,23.0,Female,Civil,6,10.42,8.64,1.73,No,Medium,3.31,64.75,100.0,79.34,70.37,,54.14,Average,Pass
STU2178,24.0,Male,Computer Science,8,1.44,6.52,2.36,Yes,Medium,0.98,81.12,64.75,65.92,93.26,5.53,54.22,Average,Pass
STU2179,23.0,Male,Civil,5,0.37,6.23,6.61,Yes,Medium,5.77,87.29,92.93,79.55,57.85,7.25,58.54,Average,Pass
STU2180,19.0,Female,Business,5,6.96,5.39,4.28,No,Medium,4.79,88.09,71.26,76.2,75.3,8.02,66.14,Good,Pass
STU2181,22.0,Male,Electronics,1,3.3,10.0,2.9,No,,2.7,84.89,52.15,76.0,75.44,8.84,46.1,Low,Fail
STU2182,24.0,Female,Computer Science,1,4.2,5.21,5.02,Yes,High,2.39,72.03,77.79,87.43,67.87,7.42,51.49,Average,Pass
STU2183,24.0,Male,Civil,5,3.05,5.99,2.37,No,Medium,4.54,86.57,,52.33,65.1,6.99,35.93,Low,Fail
STU2184,20.0,Female,Civil,6,4.35,7.0,7.0,No,High,,81.71,59.38,61.38,51.15,5.02,8.8,Low,Fail
STU2185,24.0,Female,Mechanical,3,9.0,,6.71,No,Low,4.43,79.61,60.93,92.69,30.78,7.23,39.72,Low,Fail
STU2186,20.0,Female,Business,5,7.01,7.65,3.07,No,,6.26,70.66,71.7,64.4,48.32,7.28,40.69,Low,Fail
STU2187,24.0,Female,Computer Science,1,7.16,8.67,2.74,Yes,Low,1.62,72.04,76.2,28.59,59.15,7.9,54.85,Average,Pass
STU2188,17.0,Female,Mechanical,4,1.46,7.11,0.0,Yes,Low,1.77,78.89,42.35,65.16,81.46,6.42,49.11,Low,Fail
STU2189,19.0,Male,Civil,2,2.12,5.23,1.04,Yes,Low,1.22,100.0,84.64,69.89,63.45,6.72,58.74,Average,Pass
STU2190,24.0,Male,Business,6,0.0,6.19,1.32,No,Medium,3.66,81.61,66.07,31.36,57.21,5.57,21.71,Low,Fail
STU2191,19.0,Male,Computer Science,7,2.98,6.87,4.27,No,High,3.26,70.67,56.02,86.68,51.64,4.68,23.4,Low,Fail
STU2192,19.0,Female,Civil,6,7.39,8.98,3.35,No,Medium,2.77,,83.29,58.01,74.85,5.98,40.95,Low,Fail
STU2193,21.0,Male,Mechanical,4,6.29,,1.31,No,High,4.21,72.1,71.72,72.6,85.38,5.47,43.83,Low,Fail
STU2194,24.0,Female,Electronics,4,4.45,,3.44,No,Medium,4.85,100.0,86.59,64.84,80.95,7.57,63.58,Average,Pass
STU2195,18.0,Male,Computer Science,7,4.94,6.72,5.01,No,Medium,0.71,73.21,77.26,49.96,74.09,6.63,32.55,Low,Fail
STU2196,21.0,Male,Business,8,3.28,7.51,5.06,Yes,High,2.1,88.88,71.98,53.01,42.87,6.61,20.97,Low,Fail
STU2197,18.0,Female,Computer Science,1,5.51,,0.2,Yes,Medium,4.23,73.49,70.17,54.91,59.72,6.12,46.72,Low,Fail
STU2198,19.0,Male,Electronics,5,6.91,,,No,Medium,2.3,81.13,77.79,83.2,94.21,4.0,66.6,Good,Pass
STU2199,19.0,Male,Computer Science,8,0.96,7.4,,Yes,High,1.8,87.5,67.04,65.93,81.83,8.86,44.36,Low,Fail
STU2200,21.0,Male,Business,3,5.75,7.29,5.8,Yes,High,4.53,71.14,61.77,60.69,41.94,6.1,14.74,Low,Fail
STU1782,19.0,Male,Business,1,2.63,6.79,4.23,No,Low,5.07,74.6,60.7,96.27,96.48,9.47,80.83,Excellent,Pass
STU1812,19.0,Male,Computer Science,5,5.91,9.31,7.0,No,High,,66.63,66.86,75.96,58.87,6.96,38.22,Low,Fail
STU2080,17.0,Female,Computer Science,4,0.97,6.42,6.61,Yes,Medium,3.58,83.05,84.9,62.94,60.13,6.91,65.71,Good,Pass
STU1599,20.0,Female,Mechanical,5,5.35,6.23,1.01,No,Medium,1.52,80.75,80.44,77.78,68.09,5.89,47.19,Low,Fail
STU2171,24.0,Male,Electronics,7,4.8,6.93,4.73,No,High,,69.72,65.44,55.9,70.82,7.0,37.14,Low,Fail
STU1559,24.0,Female,Mechanical,1,5.49,8.46,3.18,Yes,Medium,3.8,68.36,83.03,78.02,75.83,7.94,58.59,Average,Pass
STU1259,24.0,Female,Mechanical,2,9.12,5.33,4.33,No,Medium,2.35,81.9,64.1,71.95,67.43,7.14,50.22,Average,Pass
STU2182,24.0,Female,Computer Science,1,4.2,5.21,5.02,Yes,High,2.39,72.03,77.79,87.43,67.87,7.42,51.49,Average,Pass
STU1565,20.0,Male,Mechanical,2,4.44,7.32,9.41,No,High,1.54,69.33,62.9,55.0,57.48,4.89,34.89,Low,Fail
STU1921,21.0,Male,Business,2,5.56,5.71,7.16,Yes,High,7.15,84.27,72.13,98.1,47.8,6.73,42.0,Low,Fail
STU2067,21.0,Male,Mechanical,8,1.46,5.92,3.63,No,High,3.94,78.87,70.22,87.24,69.63,7.4,58.33,Average,Pass
STU1928,20.0,Male,Computer Science,1,3.76,6.4,4.26,No,High,4.01,68.96,75.5,76.12,92.52,6.42,40.03,Low,Fail
